False_Positive_Rate,True_Positive_Rate,Threshold
0.20193236714975846,0.6978609625668449,0.3687692803767772
0.20193236714975846,0.7005347593582888,0.36822818461847806
0.20579710144927535,0.7005347593582888,0.3639143532025819
0.20579710144927535,0.7058823529411765,0.3605495678746963
0.20966183574879227,0.7058823529411765,0.35627044447124173
0.20966183574879227,0.7085561497326203,0.35449675400090713
0.21256038647342995,0.7085561497326203,0.35300878385486845
0.21256038647342995,0.7112299465240641,0.35128648650122396
0.21642512077294687,0.7112299465240641,0.34468483325168003
0.21642512077294687,0.713903743315508,0.34340574977905275
0.2222222222222222,0.713903743315508,0.33630160691699457
0.2222222222222222,0.7165775401069518,0.33614188298415265
0.22318840579710145,0.7165775401069518,0.3359724744076906
0.22318840579710145,0.7245989304812834,0.329549081725924
0.23671497584541062,0.7245989304812834,0.3168256579519745
0.23671497584541062,0.7272727272727273,0.3160295069674204
0.23768115942028986,0.7272727272727273,0.3158232670804975
0.23768115942028986,0.7299465240641712,0.315677344143152
0.2396135265700483,0.7299465240641712,0.3152152564856617
0.2396135265700483,0.7352941176470589,0.31415939495172834
0.24154589371980675,0.7352941176470589,0.31308452795040015
0.24154589371980675,0.7406417112299465,0.31237576282212637
0.2463768115942029,0.7406417112299465,0.3086996639799963
0.2463768115942029,0.7433155080213903,0.3084440083966394
0.24734299516908212,0.7433155080213903,0.308302579625902
0.24734299516908212,0.7459893048128342,0.3064701514161026
0.24830917874396136,0.7459893048128342,0.3063342618048513
0.24830917874396136,0.7486631016042781,0.3058576962699968
0.25217391304347825,0.7486631016042781,0.3019362482831468
0.25217391304347825,0.7513368983957219,0.3007720709588648
0.2570048309178744,0.7513368983957219,0.29614050613124826
0.2570048309178744,0.7566844919786097,0.29581087599546135
0.2599033816425121,0.7566844919786097,0.29488208638375285
0.2599033816425121,0.7593582887700535,0.29475901838067514
0.2608695652173913,0.7593582887700535,0.2928383622732378
0.2608695652173913,0.7620320855614974,0.2895705188380467
